bin/genomesuperkingdomphylumclassorderfamilygenusspecies
unfiltered/maxbinned_coassembly.fa.028Archaea[:w52.91%;c66.11%]Euryarchaeota[:w52.77%;c65.83%]Methanomicrobia[:w45.43%;c61.67%]Methanosarcinales[:w41.45%;c56.94%]Methanosaetaceae[:w35.44%;c51.67%]Methanothrix[:w35.44%;c51.67%]Methanothrix sp.[:w3.61%;c5.56%]
unfiltered/maxbinned_coassembly.fa.029Bacteria[:w36.66%;c38.57%]Proteobacteria[:w28.89%;c29.71%]Deltaproteobacteria[:w22.95%;c23.77%]Myxococcales[:w0.75%;c0.91%]Polyangiaceae[:w0.37%;c0.40%]Sorangium[:w0.17%;c0.20%]Sorangium cellulosum[:w0.17%;c0.20%]
unfiltered/maxbinned_coassembly.fa.030Bacteria[:w44.04%;c47.62%]Unofficial_None[:w39.74%;c30.95%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.031Archaea[:w22.65%;c30.77%]Euryarchaeota[:w22.65%;c30.77%]Methanomicrobia[:w22.65%;c30.77%]Methanosarcinales[:w21.86%;c28.21%]Methanosarcinaceae[:w21.04%;c25.64%]Methanosarcina[:w21.04%;c25.64%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.032Archaea[:w92.88%;c95.82%]Euryarchaeota[:w92.88%;c95.82%]Methanobacteria[:w89.75%;c93.08%]Methanobacteriales[:w89.75%;c93.08%]Methanobacteriaceae[:w70.69%;c79.23%]Methanobacterium[:w68.14%;c76.53%]Methanobacterium formicicum[:w1.32%;c1.39%]
unfiltered/maxbinned_coassembly.fa.033Bacteria[:w44.15%;c44.74%]Proteobacteria[:w32.25%;c32.60%]Deltaproteobacteria[:w20.63%;c20.78%]Myxococcales[:w7.25%;c7.24%]Polyangiaceae[:w1.33%;c1.30%]Sorangium[:w0.66%;c0.62%]Sorangium cellulosum[:w0.66%;c0.62%]
unfiltered/maxbinned_coassembly.fa.034Bacteria[:w14.56%;c37.50%]Proteobacteria[:w14.35%;c35.58%]Deltaproteobacteria[:w10.65%;c25.00%]Desulfobacterales[:w5.19%;c13.46%]Desulfobulbaceae[:w3.09%;c7.69%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.035Bacteria[:w25.21%;c55.56%]Proteobacteria[:w19.54%;c38.89%]Deltaproteobacteria[:w9.42%;c22.22%]Myxococcales[:w2.31%;c5.56%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.036Bacteria[:w44.49%;c45.54%]Unofficial_Candidatus Dependentiae[:w31.84%;c28.64%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.037Bacteria[:w37.81%;c61.00%]Chloroflexi[:w36.49%;c56.73%]Anaerolineae[:w6.49%;c10.00%]Anaerolineales[:w5.93%;c7.64%]Anaerolineaceae[:w5.93%;c7.64%]Anaerolinea[:w0.31%;c0.91%]None[:w0.00%;c0.00%]
